All,Semua
"Theme: %1","Tema: %1"
"Theme CSS","Tema CSS"
"Theme CSS Assets","Aset Tema CSS"
"Select CSS File to Upload","Pilih Berkas CSS untuk diunggah"
"Upload CSS File","Unggah berkas CSS"
"Download CSS File","Mengunduh berkas CSS"
"Upload Images","Unggah gambar"
"Images Assets","Gambar aset"
"Upload Fonts","Unggah font"
"Fonts Assets","Aset font"
"Edit custom.css","Ubah custom,css"
"Allowed file types *.css.","Jenis file yang diizinkan*,css."
"This file will replace the current custom.css file and can't be more than 2 MB.","File ini akan menggantikan file custom.css saat ini dan tidak boleh lebih dari 2 MB."
"Max file size to upload %1M","Ukuran file maksimal untuk mengunggah %1M"
"Something is wrong with the file upload settings.","Ada yang salah dengan peraturan upload file."
"CSS Editor","Editor CSS"
"Theme Settings","Pengaturan tema"
"Parent Theme","Tema orangtua"
"Theme Path","Jalur tema"
"Theme Title","Judul tema"
"Theme Preview Image","Gambar pratinjau tema"
"Copy of %1","Salinan %1"
"Max image size %1M","Ukuran gambar maksimal %1M"
"Theme JavaScript","Tema javascript"
"Select JS Files to Upload","Pilih file JS untuk diunggah"
"Upload JS Files","Unggah file JS"
"JS Editor","Penyusun JS"
"Allowed file types *.js.","Jenis file yang diizinkan *,js."
"Create Folder","Buat folder"
"Insert File","Sisipkan berkas"
welcome,"selamat datang"
"Design Configuration","Konfigurasi desain"
"You deleted the theme.","Anda menghapus tema."
"We cannot delete the theme.","Kami tidak dapat menghapus tema."
"File not found: ""%1"".","Berkas tidak ditemukan: ""%1""."
"We can't find file.","Kami tidak dapat menemukan file."
"We cannot find theme ""%1"".","Kami tidak dapat menemukan tema ""%1""."
"We cannot find the theme.","Kami tidak dapat menemukan temanya."
"This theme is not editable.","Tema ini tidak bisa diedit."
"You saved the theme.","Anda menyimpan tema."
"We can't upload the CSS file right now.","Kami tidak dapat mengunggah file CSS sekarang."
"We cannot find a theme with id ""%1"".","Kami tidak dapat menemukan tema dengan id ""%1""."
"We can't upload the JS file right now.","Kami tidak dapat mengunggah file JS sekarang."
"Sorry, something went wrong. That's all we know.","Maaf, ada yang tidak beres. Itu yang kami tahu."
"Invalid type","Tipe tidak valid"
"%1 does not contain field '%2'","%1 tidak berisi bidang '%2'"
"Invalid regular expression: ""%1"".","Ekspresi regular tidak valid: ''%1''."
"%1 does not contain field 'file'","%1 tidak berisi 'berkas'"
"The start date can't follow the end date.","Tanggal mulai tidak bisa mengikuti tanggal akhir."
"The date range for this design change overlaps another design change for the specified store.","Rentang tanggal untuk perubahan desain ini tumpang tindih dengan perubahan desain lain untuk toko yang di tentukan."
"Theme id should be set","Id tema harus ditetapkan"
"Circular-reference in theme inheritance detected for ""%1""","Edaran-referensi dalam pewarisa tema terdeteksi untuk ''%1''"
"The CSS file must be less than %1M.","Berkas CSS harus kurang dari %1M."
"The JS file must be less than %1M.","Berkas JS harus kurang dari %1M."
"Use only standard alphanumeric, dashes and underscores.","Gunakan hanya alfanumerik standar, tanda hubung dan garis bawah."
"We found a directory with the same name.","Kami menemukan sebuah direktori dengan nama yang sama."
"We cannot find a directory with this name.","Kami tidak dapat menemukan direktori dengan nama ini."
"Theme isn't deletable.","Tema tidak bisa dihapus."
"localized exception","pengecualian lokal"
"Test Label","Label uji"
Phrase,Frasa
testMessage,"uji pesan"
"We found no files.","Kami tidak menemukan berkas."
"Browse Files","Telusuri berkas"
Scope:,Cakupan:
"Help Us Keep Magento Healthy","Bantu kami jaga agar Magento sehat"
"Report All Bugs","Laporkan semua bugs"
"Toggle Nav","Toggle nav"
"JavaScript seems to be disabled in your browser.","Javascript tampaknya dinonaktifkan di browser anda."
"For the best experience on our site, be sure to turn on Javascript in your browser.","Untuk pengalaman terbaik di situs kami, pastikan untuk mengaktifkan javascript di browser anda."
"Local Storage seems to be disabled in your browser.","Penyimpanan lokal sepertinya dinonaktifkan di browser anda."
"For the best experience on our site, be sure to turn on Local Storage in your browser.","Untuk pengalamn terbaik di situs kami, pastikan untuk mengaktifkan local storage di browser anda."
"Items %1 to %2 of %3 total","Item %1 sampai %2 dari total %3"
"%1 Item(s)","%1 item(s)"
Page,Halaman
"You're currently reading page","Anda saat ini sedang membaca halaman"
"We don't recognize this file extension.","Kami tidak mengenali ekstensi berkas ini."
"1 column","1 kolom"
"Default welcome msg!","Pesan selamat datang default!"
"Design Config Grid","Design config grid"
"Rebuild design config grid index","Membangun kembali desain konfigurasi indeks grid"
"Admin empty","Admin kosong"
"Admin 1column","Admin 1 kolom"
"Theme Information","Informasi tema"
"Favicon Icon","Ikon favicon"
"Default Page Title","Judul halaman default"
"Page Title Prefix","Awalan judul halaman"
"Page Title Suffix","Halaman judul akhiran"
"Default Meta Description","Deskripsi meta default"
"Default Meta Keywords","Kata kunci default default"
"This will be included before head closing tag in page HTML.","Ini disertakan sebelum tag penutup kepala di HTML halaman."
"Scripts and Style Sheets","Script dan style sheets"
"Display Demo Store Notice","Tampilkan pemberitahuan demo toko"
"Logo Attribute Width","Lebar atribut logo"
"Logo Attribute Height","Tinggi atribut logo"
"Welcome Text","Text selamat datang"
"This will be displayed just before the body closing tag.","Ini akan ditampilkan tepat sebelum tag penutup tubuh."
Copyright,"Hak cipta"
"Default Robots","Robot standar"
"Edit custom instruction of robots.txt File","Edit perintah kustom dari berkas robots.txt"
"This action will delete your custom instructions and reset robots.txt file to system's default settings.","Tindakan ini kan menghapus intruksi khusus anda dan me-reset berkas robots.txt ke pengaturan default sistem."
"Reset To Defaults","Setel ulang ke pengaturan awal"
"Skip to Content","Lewati ke konten"
Account,Akun
"2 columns with left bar","2 kolom dengan bar kiri"
"2 columns with right bar","2 kolom dengan bar kanan"
"3 columns","3 kolom"
On,Aktif
Off,Mati
"Default View","Tampilan Default"
"You have successfully saved your edits.","Anda telah berhasil disimpan suntingan anda."
"Please enter {0} words or less.","Masukkan {0} kata atau kurang."
"Please enter at least {0} words.","Masukkan setidaknya {0} kata."
"Please enter between {0} and {1} words.","Masukkan antara kata-kata {0} dan {1}."
"Letters or punctuation only please","Surat atau tanda baca silahkan hanya"
"Letters, numbers, spaces or underscores only please","Huruf, angka, Ruang atau menggarisbawahi hanya silahkan"
"Letters only please","Silakan hanya surat"
"No white space please","Silakan tidak ada ruang kosong"
"Your ZIP-code must be in the range 902xx-xxxx to 905-xx-xxxx","Kode ZIP kita harus berada dalam kisaran 902xx-xxxx untuk 905-xx-xxxx"
"A positive or negative non-decimal number please","Silahkan positif atau negatif nomor bebas-desimal"
"The specified vehicle identification number (VIN) is invalid.","Nomor identifikasi kendaraan tertentu (VIN) tidak valid."
"Please enter a correct date","Masukkan tanggal yang benar"
"Please enter a valid time, between 00:00 and 23:59","Silakan masukkan waktu yang benar, antara 00:00 dan 23:59"
"Please enter a valid time, between 00:00 am and 12:00 pm","Silakan masukkan waktu yang benar, antara 00:00 am dan 12:00 pm"
"Please specify a valid phone number","Silakan tentukan nomor telepon"
"Please specify a valid mobile number","Silakan tentukan nomor handphone yang benar"
"Please enter at least {0} characters","Masukkan setidaknya karakter {0}"
"Please enter a valid IP v4 address.","Silakan masukkan alamat IP V4 dengan benar."
"Please enter a valid IP v6 address.","Silakan masukkan alamat IP V6 dengan benar."
"Invalid format.","Format tidak benar."
"HTML tags are not allowed.","Tag HTML tidak diperbolehkan."
"Please select an option.","Silakan pilih opsi."
"Empty Value.","Nilai kosong."
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces only in this field.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau ruang hanya dalam bidang ini."
"Please use only letters (a-z or A-Z), numbers (0-9) or underscore (_) in this field, and the first character should be a letter.","Silakan gunakan hanya huruf (a-z atau A-Z), angka (0-9) atau garis bawah (_) di bidang ini, dan karakter pertama harus menjadi sebuah surat."
"Please use only letters (a-z or A-Z), numbers (0-9), spaces and ""#"" in this field.","Silakan menggunakan hanya huruf (a-z atau A-Z), angka (0-9), ruang dan ""#"" di bidang ini."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Masukkan nomor telepon. Misalnya (123) 456-7890 atau 123-456-7890."
"Please enter a valid fax number (Ex: 123-456-7890).","Harap masukkan Nomer fax yang berlaku (Ex: 123-456-7890)."
"Please enter a valid email address (Ex: johndoe@domain.com).","Harap masukkan alamat email yang berlaku (Ex: johndoe@domain.com)."
"Please enter 6 or more characters. Leading and trailing spaces will be ignored.","Masukkan 6 karakter atau lebih. Terkemuka dan trailing ruang akan diabaikan."
"Please enter 7 or more characters, using both numeric and alphabetic.","Masukkan karakter 7 atau lebih, menggunakan kedua angka dan abjad."
"Minimum length of this field must be equal or greater than %1 symbols. Leading and trailing spaces will be ignored.","Panjang minimum dari bidang ini harus sama atau lebih besar daripada %1 simbol. Terkemuka dan trailing ruang akan diabaikan."
"Please enter a valid URL. Protocol is required (http://, https:// or ftp://).","Masukkan URL yang valid. Protokol diperlukan (http://, https:// atau ftp: / /)."
"Please enter a valid URL. For example http://www.example.com or www.example.com.","Masukkan URL yang valid. Misalnya http://www.example.com atau www.example.com."
"Please enter a valid XML-identifier (Ex: something_1, block5, id-4).","Masukkan sebuah XML-identifier yang berlaku (Ex: something_1, block5, id-4)."
"Please enter a valid social security number (Ex: 123-45-6789).","Harap masukkan nomor sosial keamanan yang berlaku (Ex: 123-45-6789)."
"Please enter a valid zip code (Ex: 90602 or 90602-1234).","Harap masukkan Kode pos yang berlaku (Ex: 90602 or 90602-1234)."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Harap gunakan format tanggal ini: dd/mm/yyyy. Untuk contoh 17/03/2006 untuk tanggal 17 bulan maret 2006."
"Please enter a valid $ amount. For example $100.00.","Masukkan sejumlah $ berlaku. Misalnya $100,00."
"Please enter a number greater than 0 in this field.","Harap masukkan sebuah angka yang lebih besar dari 0 dalam daerah ini."
"Please input a valid CSS-length (Ex: 100px, 77pt, 20em, .5ex or 50%).","Harap masukkan Panjang CSS yang valid (Ex: 100px, 77pt, 20em, .5ex or 50%)."
"The value is not within the specified range.","Nilai ini tidak dalam jangkauan tertentu."
"Please use letters only (a-z or A-Z) in this field.","Silakan gunakan hanya huruf (a-z atau A-Z) dalam dearah ini."
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.","Silakan gunakan hanya huruf (a-z atau A-Z) atau angka (0-9) dalam bidang ini. Diperbolehkan ada spasi atau karakter lain."
"Please enter a valid date.","Silakan masukkan tanggal yang benar."
"Please enter a valid zip code.","Silahkan masukkan kode pos yang valid."
"Please select State/Province.","Silahkan pilih Negara bagian/Provinsi."
"Please enter valid email addresses, separated by commas. For example, johndoe@domain.com, johnsmith@domain.com.","Silahkan masukkan alamat email yang valid, yang dipisahkan oleh koma. Misalnya, johndoe@domain.com, johnsmith@domain.com."
"Please enter issue number or start date for switch/solo card type.","Silahkan masukkan nomor edisi atau tanggal mulai untuk beralih/solo jenis kartu."
"File you are trying to upload exceeds maximum file size limit.","File yang anda mencoba untuk meng-upload melebihi ukuran file maksimum batas."
"UPS Next Day Air","Keesokan harinya udara"
"UPS Second Day Air","UPS pengiriman hari kedua"
"UPS Ground","UPS tanah"
"UPS Worldwide Express","UPS express di seluruh dunia"
"UPS Worldwide Expedited","UPS dipercepat diseluruh dunia"
"UPS Standard","UPS standar"
"UPS Three-Day Select","UPS pilihan tiga hari"
"UPS Next Day Air Saver","UPS hari berikutnya penghemat udara"
"UPS Next Day Air Early A.M.","UPS hari berikutnya udara awal A.M."
"UPS Worldwide Express Plus","UPS express plus di seluruh dunia"
"UPS Second Day Air A.M.","UPS pengiriman awal hari kedua A.M."
"UPS Saver","UPS penghemat"
"UPS Worldwide Saver","UPS penghemat di seluruh dunia"
"UPS Express","UPS express"
"UPS Expedited","UPS dipercepat"
"UPS Express Early A.M.","UPS express awal A,M."
"UPS Worldwide Express PlusSM","UPS express plusSM di seluruh dunia"
"UPS Today Standard","Standar UPS hari ini"
"UPS Today Dedicated Courrier","UPS hari ini didedikasikan courrier"
"UPS Today Intercity","UPS antar kota hari ini"
"UPS Today Express","UPS express hari ini"
"UPS Today Express Saver","UPS express penghemat hari ini"
"UPS Express Plus","UPS express plus"
"Next Day Air Early AM","Hari berikutnya udara awal AM"
"Next Day Air Early AM Letter","Selanjutnya hari udara surat awal AM"
"Next Day Air","Hari berikutnya udara"
"Next Day Air Letter","Surat udara hari berikutnya"
"Next Day Air Intra (Puerto Rico)","Hari berikutnya udara intra (puerto rico)"
"Next Day Air Saver","Hari berikutnya penghemat udara"
"Next Day Air Saver Letter","Surat penghemat udara hari berikutnya"
"2nd Day Air AM","2 hari udara AM"
"3 Day Select","3 hari yang dipilih"
"Ground Commercial","Komersial tanah"
"Ground Residential","Tanah perumahan"
"Canada Standard","Standar kanada"
"Worldwide Express","Express di seluruh dunia"
"Worldwide Express Saver","Express penghemat di seluruh dunia"
"Worldwide Express Letter","Express surat di seluruh dunia"
"Worldwide Express Plus","Express plus di seluruh dunia"
"Worldwide Express Plus Letter","Express plus surat di seluruh dunia"
